userId,movieId,title,Q_value
122,32302,"League of Ordinary Gentlemen, A (2004)",0.5517
122,6581,"Private Life of Sherlock Holmes, The (1970)",0.5506
122,95510,"Amazing Spider-Man, The (2012)",0.5278
123,1,Toy Story (1995),1.1342
123,96411,6 Days to Air: The Making of South Park (2011),0.3368
123,6687,My Boss's Daughter (2003),0.3184
123,33677,Rock School (2005),0.2881
123,27837,Flight of the Phoenix (2004),0.2753
124,4792,13 Ghosts (1960),1.6714
124,6379,Wrong Turn (2003),1.6017
124,122882,Mad Max: Fury Road (2015),1.5589
124,48032,"Tiger and the Snow, The (La tigre e la neve) (2005)",1.4765
124,3285,"Beach, The (2000)",1.4632
125,3623,Mission: Impossible II (2000),2.1919
125,2912,"Limey, The (1999)",0.498
125,51666,"Abandoned, The (2006)",0.4966
125,33499,Monster-in-Law (2005),0.4963
125,2917,Body Heat (1981),0.4857
126,1,Toy Story (1995),2.0299
126,116,Anne Frank Remembered (1995),0.4848
126,773,Touki Bouki (1973),0.4705
126,178,Love & Human Remains (1993),0.4553
126,1785,King of New York (1990),0.4524
127,1,Toy Story (1995),1.4064
127,63131,Role Models (2008),0.4126
127,139642,Southpaw (2015),0.3162
127,1593,Picture Perfect (1997),0.311
127,986,Fly Away Home (1996),0.2953
128,1,Toy Story (1995),2.0474
128,8782,Thunderbirds (2004),0.4124
128,1503,8 Heads in a Duffel Bag (1997),0.4023
128,524,Rudy (1993),0.3929
128,64231,Punisher: War Zone (2008),0.3724
129,1,Toy Story (1995),2.9962
129,96655,Robot & Frank (2012),0.6942
129,6280,"Man Apart, A (2003)",0.6753
129,31420,Assault on Precinct 13 (2005),0.6699
129,78499,Toy Story 3 (2010),0.6556
130,7371,Dogville (2003),1.6422
130,107462,Ninja: Shadow of a Tear (2013),1.5713
130,71,Fair Game (1995),1.4269
130,2950,"Blue Lagoon, The (1980)",1.4139
130,50999,"Ugly Duckling and Me!, The (2006)",1.4057
131,1,Toy Story (1995),1.6881
131,2609,"King of Masks, The (Bian Lian) (1996)",0.304
131,99910,"Last Stand, The (2013)",0.3025
131,1254,"Treasure of the Sierra Madre, The (1948)",0.2991
131,39435,"Legend of Zorro, The (2005)",0.2982
132,2925,"Conformist, The (Conformista, Il) (1970)",0.5545
132,2829,"Muse, The (1999)",0.5519
132,71108,"White Ribbon, The (Das weiße Band) (2009)",0.5416
132,4080,Baby Boom (1987),0.5331
132,2546,"Deep End of the Ocean, The (1999)",0.5138
133,1,Toy Story (1995),1.4206
133,137337,Amy (2015),0.3455
133,151311,Wiener-Dog (2016),0.3397
133,5669,Bowling for Columbine (2002),0.3347
133,7149,Something's Gotta Give (2003),0.3204
134,190215,Liquid Truth (2017),1.1287
134,1699,"Butcher Boy, The (1997)",0.3008
134,59258,Baby Mama (2008),0.296
134,69757,(500) Days of Summer (2009),0.2557
134,166024,Whiplash (2013),0.2488
135,6572,Scorched (2003),1.6623
135,3073,"Sandpiper, The (1965)",1.6205
135,72733,Invictus (2009),1.6093
135,89945,BlinkyTM (2011),1.5067
135,2346,"Stepford Wives, The (1975)",1.4661
136,1,Toy Story (1995),2.6631
136,8773,Sherlock Holmes and the Secret Weapon (1942),0.5414
136,27644,Remember Me (Ricordati di me) (2003),0.5244
136,4727,Captain Corelli's Mandolin (2001),0.5198
136,158972,Toni Erdmann (2016),0.5105
137,3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",1.5271
137,2354,"Rugrats Movie, The (1998)",1.5
137,3898,Bait (2000),1.4437
137,40412,Dead Man's Shoes (2004),1.4258
137,6305,Fahrenheit 451 (1966),1.3412
138,1,Toy Story (1995),3.7101
138,7103,Madhouse (1990),0.685
138,6808,Where Eagles Dare (1968),0.679
138,2447,Varsity Blues (1999),0.6695
138,175485,Death Note (2017),0.6567
139,1,Toy Story (1995),3.4486
139,142831,Garam Masala (2005),0.6724
139,53921,"Mighty Heart, A (2007)",0.6197
139,183317,Patti Rocks (1988),0.6111
139,89898,Generation P (2011),0.5988
140,3111,Places in the Heart (1984),1.5062
140,2820,Hamlet (1964),1.3551
140,87234,Submarine (2010),1.342
140,1837,"Odd Couple II, The (1998)",1.3265
140,7215,To Have and Have Not (1944),1.3195
141,103048,"Kings of Summer, The (2013)",1.7333
141,6678,"Handmaid's Tale, The (1990)",1.7255
141,2149,House II: The Second Story (1987),1.6723
141,86835,Priest (2011),1.6543
141,8142,Dead or Alive: Hanzaisha (1999),1.6421
142,1,Toy Story (1995),1.9388
142,102007,"Invincible Iron Man, The (2007)",0.4619
142,8917,Team America: World Police (2004),0.4466
142,4474,Beaches (1988),0.4427
142,2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",0.4367
143,1,Toy Story (1995),3.5549
143,2431,Patch Adams (1998),0.7864
143,6153,Zapped! (1982),0.7209
143,3479,Ladyhawke (1985),0.6508
143,124404,"Snowflake, the White Gorilla (2011)",0.6499
144,152077,10 Cloverfield Lane (2016),1.6773
144,111795,Million Dollar Arm (2014),1.6529
144,138835,Return to Treasure Island (1988),1.6476
144,8773,Sherlock Holmes and the Secret Weapon (1942),1.6064
144,117877,The Rabbi's Cat (Le chat du rabbin) (2011),1.5445
145,34164,Happy Endings (2005),2.3294
145,146662,Dragons: Gift of the Night Fury (2011),1.6408
145,2876,Thumbelina (1994),1.6168
145,136556,Kung Fu Panda: Secrets of the Masters (2011),1.5931
145,95311,Presto (2008),1.5555
146,1,Toy Story (1995),2.5815
146,87197,Let the Bullets Fly (2010),0.6006
146,5838,Madame Bovary (1991),0.593
146,64010,"Children, The (2008)",0.5798
146,6402,Siam Sunset (1999),0.5423
147,1,Toy Story (1995),3.0707
147,1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),0.6281
147,131439,Kill Me Three Times (2014),0.6281
147,109848,Under the Skin (2013),0.6117
147,1427,Turbulence (1997),0.594
148,1,Toy Story (1995),3.892
148,114713,Annabelle (2014),0.8931
148,163985,ARQ (2016),0.8784
148,3281,"Brandon Teena Story, The (1998)",0.8581
148,143245,The Little Prince (2015),0.8419
149,1,Toy Story (1995),1.1942
149,76175,Clash of the Titans (2010),0.2952
149,51931,Reign Over Me (2007),0.2882
149,5416,Cherish (2002),0.277
149,41863,"Three Burials of Melquiades Estrada, The (2006)",0.276
150,1,Toy Story (1995),2.1352
150,91414,Arthur Christmas (2011),0.451
150,4663,She's Out of Control (1989),0.4141
150,4857,Fiddler on the Roof (1971),0.4008
150,6410,Car Wash (1976),0.4006
151,80586,Flipped (2010),2.6345
151,4276,Lost in America (1985),0.6583
151,73741,Ninja (2009),0.6466
151,168456,Mercury Plains (2016),0.6068
151,5828,Blackrock (1997),0.6062
152,1,Toy Story (1995),1.2821
152,6974,"Freshman, The (1990)",0.3007
152,4280,"World According to Garp, The (1982)",0.2962
152,106916,American Hustle (2013),0.29
152,33166,Crash (2004),0.2894
153,31702,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004),0.3487
153,8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",0.3365
153,5404,84 Charing Cross Road (1987),0.3292
153,96588,Pitch Perfect (2012),0.3278
153,54259,Stardust (2007),0.3124
154,1,Toy Story (1995),3.4512
154,7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",0.6596
154,31700,Because of Winn-Dixie (2005),0.6417
154,8362,Raising Helen (2004),0.6001
154,109864,Veronica Mars (2014),0.5997
155,172875,A Detective Story (2003),1.9751
155,75341,Remember Me (2010),1.9156
155,3251,Agnes of God (1985),1.791
155,34143,Dark Water (2005),1.6022
155,5553,Stakeout (1987),1.5521
156,4642,Hedwig and the Angry Inch (2000),2.3221
156,74795,Green Zone (2010),0.7221
156,88746,Terri (2011),0.7217
156,1956,Ordinary People (1980),0.6673
156,112421,Frank (2014),0.653
157,1,Toy Story (1995),3.1719
157,103539,The Spectacular Now (2013),0.6572
157,163645,Hacksaw Ridge (2016),0.6444
157,142444,The Editor (2015),0.6393
157,4961,Pornstar: The Legend of Ron Jeremy (2001),0.6196
158,1,Toy Story (1995),1.8917
158,2898,"Dark Half, The (1993)",0.3691
158,95377,One Man Band (2005),0.3661
158,405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),0.3398
158,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),0.3368
159,43679,Final Destination 3 (2006),0.4794
159,4672,"Tall Guy, The (1989)",0.1121
159,4406,"Man Who Shot Liberty Valance, The (1962)",0.1093
159,31925,Royal Flash (1975),0.1031
159,59014,Superhero Movie (2008),0.0969
160,47725,Angel-A (2005),2.0189
160,2690,"Ideal Husband, An (1999)",1.6065
160,1406,La Cérémonie (1995),1.5686
160,187541,Incredibles 2 (2018),1.5087
160,26124,Robinson Crusoe on Mars (1964),1.4903
161,2117,1984 (Nineteen Eighty-Four) (1984),2.2161
161,4705,"Cage aux Folles, La (1978)",2.0341
161,1679,Chairman of the Board (1998),2.0289
161,91337,Play the Game (2009),1.9106
161,4735,Ghosts of Mars (2001),1.83
162,1,Toy Story (1995),1.0016
162,2321,Pleasantville (1998),0.2159
162,6448,"Flight of the Phoenix, The (1965)",0.2114
162,7782,Sniper (1993),0.2108
162,118894,Scooby-Doo! Abracadabra-Doo (2010),0.2072
163,1,Toy Story (1995),1.4719
163,89774,Warrior (2011),0.4167
163,4214,Revenge of the Nerds (1984),0.3818
163,3244,"Goodbye Girl, The (1977)",0.3815
163,3386,JFK (1991),0.3509
164,1,Toy Story (1995),1.5467
164,4496,D.O.A. (1988),0.4445
164,3108,"Fisher King, The (1991)",0.3474
164,4426,Kiss Me Deadly (1955),0.3351
164,158830,The BFG (2016),0.3192
165,1,Toy Story (1995),2.2885
165,7926,High and Low (Tengoku to jigoku) (1963),0.4178
165,3358,Defending Your Life (1991),0.3597
165,4260,"Visit, The (2000)",0.3541
165,4927,"Last Wave, The (1977)",0.3472
166,55814,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",1.5841
166,2726,"Killing, The (1956)",0.2878
166,58826,"Shepherd: Border Patrol, The (2008)",0.2688
166,80862,Catfish (2010),0.2645
166,4546,"Vanishing, The (Spoorloos) (1988)",0.2622
167,4794,Opera (1987),2.2007
167,6628,Hot Dog... The Movie (1984),2.0071
167,30825,Meet the Fockers (2004),1.8868
167,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),1.8391
167,5889,"Cruel Romance, A (Zhestokij Romans) (1984)",1.7904
168,1,Toy Story (1995),1.6673
168,47491,Adam's Apples (Adams æbler) (2005),0.3241
168,4210,Manhunter (1986),0.3154
168,111146,Alpha and Omega 3: The Great Wolf Games (2014),0.3146
168,4700,"Princess Diaries, The (2001)",0.3144
169,3871,Shane (1953),1.8394
169,6619,Uptown Girls (2003),1.783
169,31086,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),1.6734
169,3861,"Replacements, The (2000)",1.6708
169,69394,"Stoning of Soraya M., The (2008)",1.614
170,1,Toy Story (1995),2.5558
170,53280,"Breed, The (2006)",0.5599
170,126142,The Cave of the Golden Rose (1991),0.5548
170,7451,Mean Girls (2004),0.4917
170,173253,Vir Das: Abroad Understanding (2017),0.4838
171,111743,A Million Ways to Die in the West (2014),1.7898
171,4069,"Wedding Planner, The (2001)",1.7487
171,112788,Sex Tape (2014),1.6777
171,114670,Tusk (2014),1.6274
171,3728,One False Move (1992),1.5933
172,1,Toy Story (1995),3.4517
172,5927,"Best Little Whorehouse in Texas, The (1982)",0.6723
172,157340,The Angry Birds Movie (2016),0.6164
172,51573,Meshes of the Afternoon (1943),0.5942
172,90746,"Adventures of Tintin, The (2011)",0.575
173,1,Toy Story (1995),2.7694
173,4814,Don't Say a Word (2001),0.6579
173,91890,"Iron Lady, The (2011)",0.6232
173,109313,Chouchou (2003),0.618
173,155509,Mr. Right (2016),0.6114
174,1,Toy Story (1995),2.5046
174,7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),0.6285
174,74154,When in Rome (2010),0.5068
174,5610,"Banger Sisters, The (2002)",0.4703
174,162968,Kizumonogatari Part 1: Tekketsu (2016),0.3679
175,1,Toy Story (1995),1.3948
175,145491,Our Lips Are Sealed (2000),0.3135
175,3161,Onegin (1999),0.3051
175,2822,Medicine Man (1992),0.2907
175,86815,Soul Surfer (2011),0.2903
176,1,Toy Story (1995),2.3836
176,170777,There Once Was a Dog (1982),0.4562
176,93982,"Raven, The (2012)",0.4412
176,5113,After the Fox (Caccia alla volpe) (1966),0.4409
176,8582,Manufacturing Consent: Noam Chomsky and the Media (1992),0.4322
177,2255,Young Doctors in Love (1982),1.7692
177,3689,Porky's II: The Next Day (1983),1.7589
177,150696,Tomorrow (2015),1.6876
177,92681,Journey 2: The Mysterious Island (2012),1.6217
177,3545,Cabaret (1972),1.6181
178,3802,Freejack (1992),1.5179
178,8879,Murder on the Orient Express (1974),1.3876
178,135937,The Silence of the Hams (1994),1.2999
178,152270,The Wait (2015),1.2424
178,106491,47 Ronin (2013),1.2115
179,94810,Eva (2011),1.6206
179,122884,Insidious: Chapter 3 (2015),1.5971
179,37720,"Exorcism of Emily Rose, The (2005)",1.5413
179,4343,Evolution (2001),1.5236
179,1394,Raising Arizona (1987),1.523
180,1,Toy Story (1995),2.7709
180,4523,Milagro Beanfield War (1988),0.6896
180,176329,Ari Shaffir: Double Negative (2017),0.5958
180,98243,Rise of the Guardians (2012),0.5795
180,6016,City of God (Cidade de Deus) (2002),0.5541
181,1,Toy Story (1995),2.3643
181,1517,Austin Powers: International Man of Mystery (1997),0.5394
181,57522,First Sunday (2008),0.5196
181,2203,Shadow of a Doubt (1943),0.5021
181,55294,Weirdsville (2007),0.4999
182,1655,Phantoms (1998),1.595
182,180297,The Disaster Artist (2017),1.5206
182,1092,Basic Instinct (1992),1.4501
182,58559,"Dark Knight, The (2008)",1.4365
182,122627,Oblivion 2: Backlash (1996),1.3735
183,1,Toy Story (1995),1.0912
183,170289,Species III (2004),0.2892
183,93297,Act of Valor (2012),0.2581
183,6296,"Mighty Wind, A (2003)",0.2571
183,4046,Friendly Persuasion (1956),0.2512
184,7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",1.2968
184,34338,"Aristocrats, The (2005)",0.2558
184,62113,How to Lose Friends & Alienate People (2008),0.2506
184,4800,King Solomon's Mines (1937),0.2441
184,2698,Zone 39 (1997),0.2415
185,7846,Tremors 3: Back to Perfection (2001),1.8658
185,51694,Starter for 10 (2006),1.7883
185,1272,Patton (1970),1.6447
185,87485,Bad Teacher (2011),1.5246
185,82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),1.4701
186,3792,Duel in the Sun (1946),1.8989
186,170355,Mulholland Dr. (1999),0.2989
186,114762,Two Night Stand (2014),0.2841
186,4850,Spriggan (Supurigan) (1998),0.2697
186,54,"Big Green, The (1995)",0.265
187,1,Toy Story (1995),1.7851
187,99917,Upstream Color (2013),0.44
187,73929,Legion (2010),0.4341
187,7122,King of Hearts (1966),0.4313
187,1337,"Body Snatcher, The (1945)",0.4089
188,1,Toy Story (1995),2.5053
188,6803,Phenomena (a.k.a. Creepers) (1985),0.6186
188,61026,Red Cliff (Chi bi) (2008),0.4712
188,55280,Lars and the Real Girl (2007),0.4404
188,132488,Lovesick (2014),0.4402
189,1,Toy Story (1995),2.1181
189,219,"Cure, The (1995)",0.5084
189,633,Denise Calls Up (1995),0.4698
189,6387,Once a Thief (Zong heng si hai) (1991),0.4555
189,46578,Little Miss Sunshine (2006),0.4543
190,1,Toy Story (1995),2.3247
190,5829,Men with Brooms (2002),0.574
190,147002,Eros (2004),0.5569
190,479,Judgment Night (1993),0.5341
190,108540,Ernest & Célestine (Ernest et Célestine) (2012),0.5292
191,4615,Last Exit to Brooklyn (1989),1.4169
191,1978,Friday the 13th Part V: A New Beginning (1985),1.3769
191,103655,R.I.P.D. (2013),1.2963
191,6021,"American Friend, The (Amerikanische Freund, Der) (1977)",1.2566
191,4584,Dream a Little Dream (1989),1.2236
192,1,Toy Story (1995),1.3706
192,164,Devil in a Blue Dress (1995),0.3432
192,43836,"Pink Panther, The (2006)",0.3416
192,8531,White Chicks (2004),0.3339
192,5109,Return to Never Land (2002),0.3265
193,6817,"White Hunter, Black Heart (1990)",0.4732
193,7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",0.4395
193,26394,"Turning Point, The (1977)",0.4222
193,1962,Driving Miss Daisy (1989),0.4203
193,152079,London Has Fallen (2016),0.4081
194,1,Toy Story (1995),2.1231
194,994,Big Night (1996),0.5568
194,3060,"Commitments, The (1991)",0.4098
194,159858,The Conjuring 2 (2016),0.4022
194,1805,Wild Things (1998),0.3933
195,1,Toy Story (1995),1.9464
195,24,Powder (1995),0.3405
195,7834,After the Thin Man (1936),0.3111
195,823,"Collector, The (La collectionneuse) (1967)",0.2936
195,8154,"Dolce Vita, La (1960)",0.2871
196,1,Toy Story (1995),1.6357
196,6586,American Wedding (American Pie 3) (2003),0.3937
196,5963,"Children's Hour, The (1961)",0.3833
196,186,Nine Months (1995),0.3821
196,3161,Onegin (1999),0.3582
197,1,Toy Story (1995),1.3365
197,5445,Minority Report (2002),0.3037
197,51412,Next (2007),0.2817
197,26547,Police Story (Ging chaat goo si) (1985),0.2649
197,6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),0.2601
198,1,Toy Story (1995),1.7008
198,2399,Santa Claus: The Movie (1985),0.3639
198,4240,Just Visiting (2001),0.3593
198,53022,Wheels on Meals (Kuai can che) (1984),0.3472
198,53123,Once (2006),0.334
199,1,Toy Story (1995),1.1843
199,6696,Bollywood/Hollywood (2002),0.3248
199,6006,Just Married (2003),0.3083
199,2828,Dudley Do-Right (1999),0.304
199,898,"Philadelphia Story, The (1940)",0.3036
200,4141,Head Over Heels (2001),1.5197
200,6269,Stevie (2002),1.4566
200,6947,Master and Commander: The Far Side of the World (2003),1.4304
200,2360,"Celebration, The (Festen) (1998)",1.3893
200,2090,"Rescuers, The (1977)",1.2638
201,31590,Hands Off the Loot (Touchez pas au grisbi) (1954),2.0094
201,67665,Anvil! The Story of Anvil (2008),1.6753
201,183897,Isle of Dogs (2018),1.6701
201,1589,Cop Land (1997),1.5941
201,2732,Jules and Jim (Jules et Jim) (1961),1.58
202,2506,"Other Sister, The (1999)",2.4043
202,142598,Last Shift (2014),0.7468
202,4117,Hope and Glory (1987),0.7002
202,4053,Double Take (2001),0.6848
202,139994,Fracchia contro Dracula (1985),0.665
203,1,Toy Story (1995),3.1946
203,6334,Blue Car (2002),0.6567
203,3774,House Party 2 (1991),0.6403
203,34532,"Skeleton Key, The (2005)",0.628
203,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0.6259
204,1,Toy Story (1995),1.7518
204,132488,Lovesick (2014),0.5218
204,44972,Scary Movie 4 (2006),0.5044
204,94661,Rocket Singh: Salesman of the Year (2009),0.5025
204,1457,Fools Rush In (1997),0.4965
205,1,Toy Story (1995),3.9851
205,72701,Planet 51 (2009),0.6605
205,277,Miracle on 34th Street (1994),0.6005
205,2139,"Secret of NIMH, The (1982)",0.5883
205,65130,Revolutionary Road (2008),0.5805
206,92509,"Vow, The (2012)",1.8154
206,37382,Domino (2005),1.724
206,27762,Comic Book: The Movie (2004),1.6144
206,128099,Jim Jefferies: BARE (2014),1.5768
206,26285,Dark Star (1974),1.5305
207,1,Toy Story (1995),2.0477
207,150993,Anacleto: Agente secreto (2015),0.5042
207,1662,Gang Related (1997),0.4881
207,49396,Tenacious D in The Pick of Destiny (2006),0.4738
207,74677,"Yes Men Fix the World, The (2009)",0.4713
208,1,Toy Story (1995),1.4398
208,3217,"Star Is Born, A (1937)",0.2646
208,55442,Persepolis (2007),0.2627
208,85020,"Mechanic, The (2011)",0.2427
208,69140,Sweeney Todd (2006),0.2422
209,1,Toy Story (1995),1.3615
209,2887,Simon Sez (1999),0.3821
209,4603,Her Alibi (1989),0.3748
209,44943,9/11 (2002),0.3604
209,119068,"Men, Women & Children (2014)",0.3492
210,41712,"Room for Romeo Brass, A (1999)",0.9654
210,1244,Manhattan (1979),0.2676
210,2155,"Slums of Beverly Hills, The (1998)",0.2109
210,98083,Jackass 3.5 (2011),0.2089
210,95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),0.2029
211,1,Toy Story (1995),2.1034
211,3673,Benji the Hunted (1987),0.4851
211,4874,K-PAX (2001),0.4481
211,3423,School Daze (1988),0.4479
211,47970,"Last Kiss, The (2006)",0.4416
212,1,Toy Story (1995),3.1789
212,2929,Reds (1981),0.7142
212,7071,"Woman Under the Influence, A (1974)",0.6899
212,133771,The Lobster (2015),0.6293
212,123947,Cake (2014),0.6178
213,4039,Annie (1982),0.661
213,54281,Charlie Bartlett (2007),0.1256
213,2240,My Bodyguard (1980),0.1216
213,72424,Derailed (2002),0.1181
213,54274,I Know Who Killed Me (2007),0.1155
214,813,Larger Than Life (1996),1.8593
214,1339,Dracula (Bram Stoker's Dracula) (1992),1.6701
214,2985,RoboCop (1987),1.6672
214,5338,Full Moon in Blue Water (1988),1.6354
214,5278,Fraternity Vacation (1985),1.634
215,1,Toy Story (1995),1.6931
215,184931,Death Wish (2018),0.468
215,77688,Three Men and a Cradle (3 hommes et un couffin) (1985),0.438
215,43558,Big Momma's House 2 (2006),0.425
215,2295,"Impostors, The (1998)",0.423
216,5387,Enough (2002),1.6263
216,26704,State of Grace (1990),1.6033
216,2038,"Cat from Outer Space, The (1978)",1.5895
216,4745,O (2001),1.5825
216,3418,Thelma & Louise (1991),1.5393
217,4067,Untamed Heart (1993),1.7774
217,7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",1.6712
217,98122,Indie Game: The Movie (2012),1.6364
217,26510,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",1.6355
217,496,What Happened Was... (1994),1.5393
218,1,Toy Story (1995),2.3308
218,37729,Corpse Bride (2005),0.5673
218,88272,"Woman, The (2011)",0.5636
218,2010,Metropolis (1927),0.5607
218,305,Ready to Wear (Pret-A-Porter) (1994),0.5548
219,173291,Valerian and the City of a Thousand Planets (2017),1.59
219,161127,The Infiltrator (2016),1.5248
219,32289,Ice Princess (2005),1.5107
219,30749,Hotel Rwanda (2004),1.5083
219,97836,Here Comes the Boom (2012),1.5004
220,70159,Orphan (2009),1.6339
220,112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",1.5885
220,51694,Starter for 10 (2006),1.5788
220,94015,Mirror Mirror (2012),1.5677
220,3741,Badlands (1973),1.5534
221,34,Babe (1995),1.9167
221,1489,Cats Don't Dance (1997),0.4687
221,109374,"Grand Budapest Hotel, The (2014)",0.4161
221,132084,Let It Be Me (1995),0.4121
221,26231,Performance (1970),0.4037
222,1,Toy Story (1995),1.9251
222,96520,Prime Suspect: The Lost Child (1995),0.4372
222,8952,Falling Angels (2003),0.4315
222,5963,"Children's Hour, The (1961)",0.421
222,62662,Tokyo-Ga (1985),0.4125
223,136834,The Eye: Infinity (2005),2.197
223,984,"Pompatus of Love, The (1996)",1.6081
223,5572,Barbershop (2002),1.6003
223,101765,"Perfect Plan, A (Plan parfait, Un) (2012)",1.5723
223,96832,Holy Motors (2012),1.564
224,1,Toy Story (1995),2.1482
224,135518,Self/less (2015),0.5475
224,8591,"Philadelphia Experiment, The (1984)",0.5249
224,71438,Still Walking (Aruitemo aruitemo) (2008),0.5188
224,95473,Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),0.513
225,1,Toy Story (1995),2.5087
225,127390,Family Guy Presents: Blue Harvest (2007),0.7485
225,5047,Kung Pow: Enter the Fist (2002),0.678
225,2089,"Rescuers Down Under, The (1990)",0.6617
225,100714,Before Midnight (2013),0.6576
226,26124,Robinson Crusoe on Mars (1964),2.2537
226,1951,Oliver! (1968),1.9313
226,111320,Mom's Night Out (2014),1.672
226,71902,Spread (2009),1.6634
226,169958,Buster's Mal Heart (2017),1.652
227,1,Toy Story (1995),1.6773
227,34319,"Island, The (2005)",0.3582
227,2068,Fanny and Alexander (Fanny och Alexander) (1982),0.328
227,79895,"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",0.3083
227,1834,"Spanish Prisoner, The (1997)",0.3078
228,1,Toy Story (1995),1.2215
228,4248,Josie and the Pussycats (2001),0.2889
228,6187,"Life of David Gale, The (2003)",0.2823
228,40826,Rent (2005),0.2641
228,7772,Undercurrent (1946),0.2622
229,5088,"Going Places (Valseuses, Les) (1974)",1.5214
229,91386,Happy Feet Two (2011),1.5156
229,4299,"Knight's Tale, A (2001)",1.4642
229,50147,Black Christmas (2006),1.4448
229,26861,Freaked (1993),1.4343
230,1,Toy Story (1995),2.8133
230,7884,Highway 61 (1991),0.7187
230,2802,Tequila Sunrise (1988),0.632
230,8685,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)",0.6146
230,2051,Herbie Goes to Monte Carlo (1977),0.5843
231,1,Toy Story (1995),1.6715
231,4749,3 Ninjas Kick Back (1994),0.3114
231,100397,"ABCs of Death, The (2012)",0.3006
231,2430,Mighty Joe Young (1949),0.2888
231,5637,Flirting (1991),0.285
232,144210,Just Eat It: A Food Waste Story (2014),1.6909
232,93008,"Very Potter Sequel, A (2010)",1.5996
232,112897,The Expendables 3 (2014),1.5461
232,163985,ARQ (2016),1.4662
232,87222,Kung Fu Panda 2 (2011),1.4055
233,160644,Indignation (2016),1.4381
233,93040,"Civil War, The (1990)",1.4211
233,6617,Open Range (2003),1.3925
233,95873,Ruby Sparks (2012),1.3701
233,91890,"Iron Lady, The (2011)",1.3448
234,2134,Weird Science (1985),1.8564
234,599,"Wild Bunch, The (1969)",1.8351
234,88094,Upside Down: The Creation Records Story (2010),1.7968
234,105,"Bridges of Madison County, The (1995)",1.7691
234,8526,Around the World in 80 Days (2004),1.761
235,1,Toy Story (1995),2.2466
235,6337,Owning Mahowny (2003),0.5572
235,3501,Murphy's Romance (1985),0.5134
235,4750,3 Ninjas Knuckle Up (1995),0.4739
235,4787,Little Man Tate (1991),0.3699
236,1,Toy Story (1995),2.7688
236,45062,"Sentinel, The (2006)",0.5469
236,32799,Maidens in Uniform (Mädchen in Uniform) (1931),0.5239
236,4422,Cries and Whispers (Viskningar och rop) (1972),0.5182
236,5221,Harrison's Flowers (2000),0.4906
237,1,Toy Story (1995),1.2006
237,72407,"Twilight Saga: New Moon, The (2009)",0.3222
237,43932,Pulse (2006),0.2931
237,141820,Old Men: Robbers (1971),0.2929
237,89343,Red State (2011),0.2843
238,1,Toy Story (1995),0.6027
238,1060,Swingers (1996),0.2256
238,6480,Thoroughly Modern Millie (1967),0.221
238,4794,Opera (1987),0.1501
238,5512,Secret Ballot (Raye makhfi) (2001),0.1497
239,6996,Highlander II: The Quickening (1991),2.2939
239,87304,Beginners (2010),1.4319
239,180231,Daddy's Home 2 (2017),1.408
239,7328,"Passion of Anna, The (Passion, En) (1969)",1.3988
239,2310,"Mighty, The (1998)",1.3107
240,49286,"Holiday, The (2006)",1.8211
240,115231,St. Vincent (2014),1.7911
240,79553,Ip Man 2 (2010),1.6889
240,6035,Pépé le Moko (1937),1.5826
240,3077,42 Up (1998),1.5817
241,1,Toy Story (1995),1.4193
241,7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",0.2959
241,55036,Gotti (1996),0.264
241,105211,Enough Said (2013),0.2419
241,173145,War for the Planet of the Apes (2017),0.2419
242,1,Toy Story (1995),2.6064
242,106542,Charlie Countryman (2013),0.5238
242,3470,Dersu Uzala (1975),0.4804
242,2078,"Jungle Book, The (1967)",0.4587
242,87194,The Way (2010),0.4555
